Business Name,Address No,Address 1,Address 2,Address 3,Town,County,Country,Postcode,Total Assistance Offered by Invest NI (£),Date Offer Made (Issued Date),Accepted Date,Source of Funding (Scheme),Jobs to be Created (Promoted),Total Investment by Company (Includes Invest NI Assistance) £,Sector,Start Up (Y/N),Conditions of Offer,District Council,No of Employees in Company
Acos (N.I.) Limited, ,Lackaghboy Industrial Estate,Tempo Road, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT74 4RL,"11,417",19-Jun-13,26-Jul-13,Skills Growth Programme,0,"38,058",Printing,N,Skills Development,FERMANAGH,26
ACR Energy Solutions,29,Carrickreagh Gardens, , ,Londonderry,Co. Londonderry,Northern Ireland,BT48 9UA,"1,000",16-Aug-11,22-Aug-11,NRA Business Start Grant (The Jobs Fund),1,"9,000",Construction Products,Y,Job Creation,DERRY,1
ACT,16,Rathfriland Road, ,Hilltown,Newry,Co. Down,Northern Ireland,BT34 5UR,"3,675",27-Jul-11,8-Aug-11,MIS,0,"11,250",Materials Handling/Quarry Plant,N,Innovation and Technical Development,NEWRY & MOURNE,4
ACT,16,Rathfriland Road, ,Hilltown,Newry,Co. Down,Northern Ireland,BT34 5UR,"4,613",16-Jul-14,21-Jul-14,MIS,0,"10,250",Materials Handling/Quarry Plant,N,Innovation and Technical Development,NEWRY & MOURNE,4
ACT,16,Rathfriland Road, ,Hilltown,Newry,Co. Down,Northern Ireland,BT34 5UR,817,4-Jul-14,21-Jul-14,Technical Development Incentive (TDI),0,"1,634",Materials Handling/Quarry Plant,N,Innovation and Technical Development,NEWRY & MOURNE,4
ACT,16,Rathfriland Road, ,Hilltown,Newry,Co. Down,Northern Ireland,BT34 5UR,"2,500",4-Jul-14,21-Jul-14,Technical Development Incentive (TDI),0,"5,000",Materials Handling/Quarry Plant,N,Innovation and Technical Development,NEWRY & MOURNE,4
Action Renewables,Block C,Unit 1 Boucher Business Studios,Glenmachan Place, ,Belfast,Co. Antrim,Northern Ireland,BT12 6QH,"8,000",14-Oct-11,19-Oct-11,Social Entrepreneurship Programme,0,"8,000",Business Services,Y,Other,BELFAST,10
Action Renewables,Block C,Unit 1 Boucher Business Studios,Glenmachan Place, ,Belfast,Co. Antrim,Northern Ireland,BT12 6QH,"13,080",13-Oct-11,6-Jan-12,Growth Accelerator Programme (GAP),3,"88,700",Business Services,N,Job Creation,BELFAST,10
Active Maintenance Solutions Limited,Unit 3,Springtown Industrial Estate,4 Springtown Road,,Londonderry,Co. Londonderry,Northern Ireland,BT48 0LY,"10,000",19-May-14,21-May-14,Growth Accelerator Programme (GAP),1,"50,000",Construction Products,Y,Job Creation,DERRY,8
Active Media (NI) Ltd,21, Killinakin Road, , ,Killinchy,Co. Down,Northern Ireland,BT23 6PS,"4,820",25-Jan-12,26-Jan-12,Technical Development Incentive (TDI),0,"10,712",Creative,N,Innovation and Technical Development,ARDS,2
Active Media (NI) Ltd,21, Killinakin Road, , ,Killinchy,Co. Down,Northern Ireland,BT23 6PS,"4,253",6-Mar-12,15-Mar-12,Technical Development Incentive (TDI),0,"9,450",Creative,N,Innovation and Technical Development,ARDS,2
Active Packaging Limited,Unit A3,Omagh Business Complex,Gortrush Industrial Estate,Great Northern Road,Omagh,Co. Tyrone,Northern Ireland,BT78 5LU,"3,136",19-Apr-12,20-Apr-12,Interim Managers,0,"6,400",Packaging,N,Skills Development,OMAGH,9
Active Packaging Limited,Unit A3,Omagh Business Complex,Gortrush Industrial Estate,Great Northern Road,Omagh,Co. Tyrone,Northern Ireland,BT78 5LU,"2,184",24-Jan-14,27-Jan-14,MIS,0,"4,854",Packaging,N,Innovation and Technical Development,OMAGH,9
ActivWireless Ltd,551 - 555,Lisburn Road, , ,Belfast,Co. Antrim,Northern Ireland,BT9 7GQ,"2,600",26-Mar-12,23-Apr-12,Technical Development Incentive (TDI),0,"5,200",Software,N,Innovation and Technical Development,BELFAST,1
ActivWireless Ltd,551 - 555,Lisburn Road, , ,Belfast,Co. Antrim,Northern Ireland,BT9 7GQ,"28,802",13-Mar-13,25-Mar-13,Grant For Research And Development,0,"41,840",Software,N,Research and Development,BELFAST,1
ActivWireless Ltd,551 - 555,Lisburn Road, , ,Belfast,Co. Antrim,Northern Ireland,BT9 7GQ,"23,400",17-May-13,24-May-13,Growth Accelerator Programme (GAP),1,"58,500",Software,N,Job Creation,BELFAST,1
Adamsez 'UK' Ltd,Unit F,Carryduff Business Park,Comber Road, ,Carryduff,Co. Down,Northern Ireland,BT8 8AN,"2,170",12-Aug-13,19-Aug-13,MIS,0,"5,015",Construction Products,N,Innovation and Technical Development,CASTLEREAGH,15
Adamsez 'UK' Ltd,Unit F,Carryduff Business Park,Comber Road, ,Carryduff,Co. Down,Northern Ireland,BT8 8AN,"3,000",12-Aug-13,27-Aug-13,Selective Financial Assistance (The Jobs Fund),1,"26,000",Construction Products,N,Job Creation,CASTLEREAGH,15
Adamsez 'UK' Ltd,Unit F,Carryduff Business Park,Comber Road, ,Carryduff,Co. Down,Northern Ireland,BT8 8AN,"45,325",20-Sep-13,30-Sep-13,Growth Accelerator Programme (GAP),1,"132,500",Construction Products,N,Job Creation,CASTLEREAGH,15
Adbugs Limited,9,Derriaghy Road, , ,Lisburn,Co. Antrim,Northern Ireland,BT28 3SF,"1,050",6-Aug-14,18-Aug-14,Technical Development Incentive (TDI),0,"2,100",Engineering,N,Innovation and Technical Development,LISBURN,1
Add a Little Sparkle UK Limited,114,Bryansford Road, , ,Newcastle,Co. Down,Northern Ireland,BT33 0PP,"29,000",1-Dec-11,1-Dec-11,Export Start,4,"138,500",Business Services,Y,Job Creation,DOWN,2
Add a Little Sparkle UK Limited,114,Bryansford Road, , ,Newcastle,Co. Down,Northern Ireland,BT33 0PP,"10,975",30-Mar-12,1-May-12,MIS,0,"21,950",Business Services,N,Innovation and Technical Development,DOWN,2
Additional Maths Academy Ltd,167,Armagh Road, , ,Newry,Co. Down,Northern Ireland,BT35 6PX,"5,600",25-Jul-12,7-Aug-12,Pre-Start,0,"14,000",Business Services,Y,Other,NEWRY & MOURNE,1
Adele McCloskey Bridal Couture,7,Donalds Hill Court, , ,Limavady,Co. Londonderry,Northern Ireland,BT49 0GU,"3,600",3-Sep-12,8-Sep-12,Pre-Start,0,"9,000",Clothing,Y,Other,LIMAVADY,1
Adhaus Communications Limited,Unit 1,Quaygate,19-21 Station Street, ,Belfast,Co. Antrim,Northern Ireland,BT3 9DA,"21,000",5-Jun-13,10-Jun-13,SFA less than 250k,3,"178,400",Business Services,N,Job Creation,BELFAST,Not Available
Adhaus Media Ltd,Unit 1,Quaygate,19-21 Station Street, ,Belfast,Co. Antrim,Northern Ireland,BT3 9DA,"2,787",25-Oct-12,8-Jan-13,MIS,0,"7,170",Business Services,N,Innovation and Technical Development,BELFAST,3
Adman Civil Projects Limited,4,Bankmore Way East,Doogary, ,Omagh,Co. Tyrone,Northern Ireland,BT79 0NZ,"49,532",15-May-14,19-May-14,Growth Accelerator Programme (GAP),2,"123,830",Engineering,Y,Job Creation,OMAGH,31
Adoreboard Limited, ,Adoreboard Campus,63 University Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1NF,"20,000",21-Sep-11,27-Sep-11,Propel Programme,0,"20,000",Software,N,Skills Development,LISBURN,1
Adoreboard Limited, ,Adoreboard Campus,63 University Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1NF,"38,400",29-Aug-13,5-Sep-13,Export Start,7,"337,000",Software,Y,Job Creation,BELFAST,1
Adoreboard Limited, ,Adoreboard Campus,63 University Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1NF,"49,135",21-Mar-14,28-Mar-14,Grant For Research And Development,0,"87,741",Software,N,Research and Development,BELFAST,1
Adoreboard Limited, ,Adoreboard Campus,63 University Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1NF,"2,250",15-Apr-14,28-Apr-14,Technical Development Incentive (TDI),0,"4,500",Software,N,Innovation and Technical Development,BELFAST,1
Adoreboard Limited, ,Adoreboard Campus,63 University Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1NF,"32,000",18-Jul-14,22-Jul-14,Growth Accelerator Programme (GAP),2,"80,000",Software,N,Job Creation,BELFAST,1
Ad-Vance Engineering,25a,Bog Road, , ,Lisburn,Co. Antrim,Northern Ireland,BT27 5RN,"10,147",30-Aug-11,10-Oct-11,Growth Accelerator Programme (GAP),0,"62,550",Engineering,N,Other,LISBURN,7
Ad-Vance Engineering,25a,Bog Road, , ,Lisburn,Co. Antrim,Northern Ireland,BT27 5RN,"4,645",2-Nov-11,9-Dec-11,Project Definition,0,"9,290",Engineering,N,Research and Development,LISBURN,7
Ad-Vance Engineering,25a,Bog Road, , ,Lisburn,Co. Antrim,Northern Ireland,BT27 5RN,"35,000",8-Aug-12,3-Sep-12,Selective Financial Assistance (The Jobs Fund),5,"184,000",Engineering,N,Job Creation,LISBURN,7
Advance Handling Systems,8,Smeaton Park, , ,Moira,Co. Armagh,Northern Ireland,BT67 0NF,"23,000",30-Mar-11,5-Apr-11,Export Start,6,"91,000",Materials Handling/Quarry Plant,Y,Job Creation,LISBURN,1
Advance Machinery Installation Ltd,23C,Ballymena Road, , ,Antrim,Co. Antrim,Northern Ireland,BT41 4JG,"15,650",9-Jun-11,14-Jun-11,Export Start,5,"135,800",Business Services,Y,Job Creation,ANTRIM,8
Advance Regulatory Consulting Limited,63,Ballygrooby Road,Moneymore, ,Magherafelt,Co. Londonderry,Northern Ireland,BT45 7XD,"1,825",4-Jul-14,7-Jul-14,Skills Advancement Grant,0,"3,650",Life Sciences,N,Skills Development,COOKSTOWN,2
Advance Software (NI) Ltd,26b,Killywoolaghan Road, ,Ardboe,Dungannon,Co. Tyrone,Northern Ireland,BT71 5AS,"3,400",11-Oct-13,15-Oct-13,Growth Accelerator Programme (GAP),0,"11,000",Computer Software & Services,N,Other,COOKSTOWN,1
Advanced Cash Control Systems Limited,30 A,Forgetown Road,Maghera, ,Londonderry,Co. Londonderry,Northern Ireland,BT46 5LN,"5,000",20-Mar-12,29-Mar-12,Growth Incentive,0,"12,500",Financial Services,N,Other,MAGHERAFELT,2
Advanced Cash Control Systems Limited,30 A,Forgetown Road,Maghera, ,Londonderry,Co. Londonderry,Northern Ireland,BT46 5LN,"3,377",12-Nov-12,3-Dec-12,MIS,0,"9,090",Financial Services,N,Innovation and Technical Development,MAGHERAFELT,2
Advanced Cash Control Systems Limited,30 A,Forgetown Road,Maghera, ,Londonderry,Co. Londonderry,Northern Ireland,BT46 5LN,"40,635",13-Jun-13,8-Jul-13,Grant For Research And Development,0,"92,100",Financial Services,N,Research and Development,MAGHERAFELT,2
Advanced Electronic Solutions Global Ltd,Unit 4C,Kilcronagh Industrial Estate,Sandholes Road, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9HG,"19,600",27-Jul-11,27-Jul-11,SFA less than 250k,3,"51,900",Electrical & Electronics,N,Job Creation,COOKSTOWN,6
Advanced Podiatry Servies,31,Smith Street,Moneymore, ,Magherafelt,Co. Londonderry,Northern Ireland,BT45 7PF,"1,125",16-Oct-12,17-Oct-12,Technical Development Incentive (TDI),0,"2,250",Life Sciences,N,Innovation and Technical Development,COOKSTOWN,1
Advanced School of Motoring,5,Culmore Gardens, , ,Belfast,Co. Antrim,Northern Ireland,BT11 8NS,"1,000",2-Aug-13,14-Aug-13,NRA Business Start Grant (The Jobs Fund),1,"9,000",Business Services,Y,Job Creation,BELFAST,1
Advanced Timber Craft (NI) Ltd, ,Beechvale,10 Browns Road, ,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4RN,"15,000",6-May-11,17-May-11,Interim Managers,0,"31,800",Construction Products,N,Skills Development,NEWTOWNABBEY,10
Advanced Timber Craft (NI) Ltd, ,Beechvale,10 Browns Road, ,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4RN,"2,560",23-Aug-11,25-Aug-11,MIS,0,"7,209",Construction Products,N,Innovation and Technical Development,NEWTOWNABBEY,10
Advanced Timber Craft (NI) Ltd, ,Beechvale,10 Browns Road, ,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4RN,"2,364",21-May-13,22-May-13,Finance Vouchers,0,"4,825",Construction Products,N,Other,NEWTOWNABBEY,10
Advent Wind Ltd,138,Slaght Road, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 2LA,"4,000",5-Dec-13,9-Dec-13,Finance Vouchers,0,"8,500",Renewable Energy Products,N,Other,BALLYMENA,5
Adventure Tours (Int) Limited,20,Derg Road,Ardstraw, ,Ardstraw,Co. Tyrone,Northern Ireland,BT82 9JW,"5,440",8-Aug-14,15-Sep-14,MIS,0,"13,600",Tourism,N,Innovation and Technical Development,STRABANE,1
Adventure Tours NI,5,Urbalreagh Road, , ,Ardstraw,Co. Tyrone,Northern Ireland,BT78 4LR,"6,650",15-Aug-13,23-Aug-13,MIS,0,"49,600",Business Services,N,Innovation and Technical Development,STRABANE,1
AeCentus Limited,12,Beauwood,Derryhale Road, ,Portadown,Co. Armagh,Northern Ireland,BT62 3TH,"17,600",28-Mar-13,7-May-13,Growth Accelerator Programme (GAP),1,"44,000",Business Services,Y,Job Creation,ARMAGH,1
AeCentus Limited,12,Beauwood,Derryhale Road, ,Portadown,Co. Armagh,Northern Ireland,BT62 3TH,"20,344",19-Apr-13,7-May-13,MIS,0,"62,488",Business Services,N,Innovation and Technical Development,ARMAGH,1
Aero-Heli Ltd, ,38b Airfield Road, , ,Toomebridge,Co. Antrim,Northern Ireland,BT41 3SG,"5,000",28-Sep-11,3-Oct-11,Technical Development Incentive (TDI),0,"13,500",Tourism,N,Innovation and Technical Development,MAGHERAFELT,1
Aero-Heli Ltd, ,38b Airfield Road, , ,Toomebridge,Co. Antrim,Northern Ireland,BT41 3SG,"10,386",14-Nov-11,14-Nov-11,MIS,0,"23,516",Tourism,N,Innovation and Technical Development,MAGHERAFELT,1
Aero-Heli Ltd, ,38b Airfield Road, , ,Toomebridge,Co. Antrim,Northern Ireland,BT41 3SG,"49,000",21-Aug-12,23-Aug-12,Selective Financial Assistance (The Jobs Fund),7,"252,000",Tourism,N,Job Creation,MAGHERAFELT,1
Aerona Software Systems Ltd,4,Magazine Studios,Magazine Street, ,Derry,Co. Londonderry,Northern Ireland,BT48 6GJ,"4,000",13-Sep-11,7-Oct-11,Growth Incentive,0,"10,000",Computer Software & Services,N,Other,DERRY,4
Aerona Software Systems Ltd,4,Magazine Studios,Magazine Street, ,Derry,Co. Londonderry,Northern Ireland,BT48 6GJ,"47,590",21-Mar-12,2-Apr-12,Grant For Research And Development,0,"80,025",Computer Software & Services,N,Research and Development,DERRY,4
Aerospace Metal Finishers Limited,Unit 3,11 Paradise Avenue, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3AE,"33,400",19-Mar-13,26-Jul-13,Growth Accelerator Programme (GAP),0,"101,050",Transport,N,Other,BALLYMENA,25
Aerospace Metal Finishers Limited,Unit 3,11 Paradise Avenue, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3AE,"35,000",23-Aug-13,23-Aug-13,Selective Financial Assistance (The Jobs Fund),5,"163,000",Transport,N,Job Creation,BALLYMENA,25
Aerospace Metal Finishers Limited,Unit 3,11 Paradise Avenue, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3AE,"56,000",31-Dec-13,20-Jan-14,Selective Financial Assistance (The Jobs Fund),8,"140,000",Transport,N,Job Creation,BALLYMENA,25
Aerotank,Unit 4,Craigstown Industrial Estate, , ,Randalstown,Co. Antrim,Northern Ireland,BT41 2PT,"49,000",23-Jul-12,26-Jul-12,Export Start,7,"244,600",Other Energy Products,Y,Job Creation,ANTRIM,4
AGMS Ltd, ,Kelly's Road, ,Killean,Newry,Co. Armagh,Northern Ireland,BT35 8RY,"42,000",16-May-12,17-May-12,Selective Financial Assistance (The Jobs Fund),6,"200,400",Food,N,Job Creation,NEWRY & MOURNE,80
AGMS Ltd, ,Kelly's Road, ,Killean,Newry,Co. Armagh,Northern Ireland,BT35 8RY,"8,400",4-Sep-12,17-Sep-12,Growth Incentive,0,"21,000",Food,N,Other,NEWRY & MOURNE,80
Agquip Ltd,79b,Finvoy Road, , ,Ballymoney,Co. Antrim,Northern Ireland,BT53 7JG,"3,417",24-Nov-11,29-Nov-11,Technical Development Incentive (TDI),0,"7,594",General Manufacturing,N,Innovation and Technical Development,BALLYMONEY,2
Agquip Ltd,79b,Finvoy Road, , ,Ballymoney,Co. Antrim,Northern Ireland,BT53 7JG,"10,000",13-Feb-12,19-Feb-12,Growth Accelerator Programme (GAP),0,"50,000",General Manufacturing,Y,Other,BALLYMONEY,2
Agquip Ltd,79b,Finvoy Road, , ,Ballymoney,Co. Antrim,Northern Ireland,BT53 7JG,"5,000",5-Apr-12,24-Jul-12,Selective Financial Assistance (The Jobs Fund),1,"28,000",General Manufacturing,N,Job Creation,BALLYMONEY,2
Agquip Ltd,79b,Finvoy Road, , ,Ballymoney,Co. Antrim,Northern Ireland,BT53 7JG,"5,000",4-Jan-13,8-Jan-13,Selective Financial Assistance (The Jobs Fund),1,"28,000",General Manufacturing,N,Job Creation,BALLYMONEY,2
Agquip Ltd,79b,Finvoy Road, , ,Ballymoney,Co. Antrim,Northern Ireland,BT53 7JG,"3,350",25-Jul-13,26-Jul-13,Technical Development Incentive (TDI),0,"6,700",General Manufacturing,N,Innovation and Technical Development,BALLYMONEY,2
Agquip Ltd,79b,Finvoy Road, , ,Ballymoney,Co. Antrim,Northern Ireland,BT53 7JG,"4,969",26-Nov-13,27-Nov-13,Resource Efficiency Capital Grant,0,"12,424",General Manufacturing,N,Innovation and Technical Development,BALLYMONEY,2
Agrarian Organics EU Limited,389,Merville Gardens, , ,Newtownabbey,Co. Antrim,Northern Ireland,BT37 9TZ,"2,131",5-Aug-14,2-Sep-14,Finance Vouchers,0,"4,350",Engineering,N,Other,NEWTOWNABBEY,1
Agribarn Ltd,23,Seafields,Rostrevor Road, ,Warrenpoint,Co. Down,Northern Ireland,BT34 3TG,"8,000",17-Apr-14,22-Apr-14,Growth Accelerator Programme (GAP),0,"20,000",Giftware,N,Other,NEWRY & MOURNE,1
Agri-Food and Biosciences Institute (AFBI) of Northern Ireland,18A,Newforge Lane, , ,Belfast,Co. Antrim,Northern Ireland,BT9 5PX,"91,327",5-May-11,19-Jul-11,PoC,0,"91,327",Business Services,N,Research and Development,BELFAST,50
Agri-Food and Biosciences Institute (AFBI) of Northern Ireland,18A,Newforge Lane, , ,Belfast,Co. Antrim,Northern Ireland,BT9 5PX,"14,986",8-Nov-11,1-Dec-11,Project Definition,0,"15,536",Business Services,N,Research and Development,BELFAST,50
Agri-Food and Biosciences Institute (AFBI) of Northern Ireland,18A,Newforge Lane, , ,Belfast,Co. Antrim,Northern Ireland,BT9 5PX,"105,403",31-Jan-13,27-Mar-13,PoC,0,"105,403",Business Services,N,Research and Development,BELFAST,50
Agri-Food and Biosciences Institute (AFBI) of Northern Ireland,18A,Newforge Lane, , ,Belfast,Co. Antrim,Northern Ireland,BT9 5PX,"103,836",11-Mar-14,26-Mar-14,PoC,0,"103,836",Business Services,N,Research and Development,BELFAST,50
Agrihealth (N.I.) Limited,9,Silverwood Industrial Estate,Silverwood Road,Lurgan,Craigavon,Co. Armagh,Northern Ireland,BT66 6LN,"14,700",11-Sep-13,17-Sep-13,Interim Managers,0,"30,000",Life Sciences,N,Skills Development,CRAIGAVON,24
Aidan Strain Electrical Engineering Limited,40,Maphoner Road,Mullaghbawn, ,Newry,Co. Down,Northern Ireland,BT35 9TR,"49,120",16-Aug-12,21-Aug-12,Growth Accelerator Programme (GAP),8,"122,800",Electrical & Electronics,N,Job Creation,NEWRY & MOURNE,28
Aidan Strain Electrical Engineering Limited,40,Maphoner Road,Mullaghbawn, ,Newry,Co. Down,Northern Ireland,BT35 9TR,"4,334",18-Jul-13,1-Aug-13,MIS,0,"11,920",Electrical & Electronics,N,Innovation and Technical Development,NEWRY & MOURNE,28
Air Cool Engineering (N.I.) Ltd., ,Future Business Park,55 Scroggy Road, ,Limavady,Co. Londonderry,Northern Ireland,BT49 0NB,"15,000",20-Nov-12,23-Nov-12,Selective Financial Assistance (The Jobs Fund),3,"94,000",Engineering,N,Job Creation,LIMAVADY,14
Air Cool Engineering (N.I.) Ltd., ,Future Business Park,55 Scroggy Road, ,Limavady,Co. Londonderry,Northern Ireland,BT49 0NB,"8,249",10-Dec-13,16-Dec-13,Skills Growth Programme,0,"20,623",Engineering,N,Skills Development,LIMAVADY,14
Air Tightness and Building Energy Consultants Ltd.,74,Kilsmullen Road, , ,Lack,Co. Fermanagh,Northern Ireland,BT93 0BR,"4,860",26-Aug-11,7-Sep-11,Pre-Start,0,"12,150",Business Services,Y,Other,BANBRIDGE,3
Air Tightness and Building Energy Consultants Ltd.,74,Kilsmullen Road, , ,Lack,Co. Fermanagh,Northern Ireland,BT93 0BR,"2,939",17-Oct-11,2-Nov-11,Technical Development Incentive (TDI),0,"6,513",Business Services,N,Innovation and Technical Development,BANBRIDGE,3
Air Tightness and Building Energy Consultants Ltd.,74,Kilsmullen Road, , ,Lack,Co. Fermanagh,Northern Ireland,BT93 0BR,777,19-Apr-13,16-May-13,Technical Development Incentive (TDI),0,"1,554",Business Services,N,Innovation and Technical Development,FERMANAGH,3
Airpos Limited, ,Caernarvon House,19 Donegall Pass, ,Belfast,Co. Antrim,Northern Ireland,BT7 1DQ,"42,976",25-May-11,25-May-11,Growth Accelerator Programme (GAP),2,"218,255",Software,Y,Job Creation,BELFAST,3
Airpos Limited, ,Caernarvon House,19 Donegall Pass, ,Belfast,Co. Antrim,Northern Ireland,BT7 1DQ,"38,912",19-Apr-13,19-Apr-13,Grant For Research And Development,0,"104,921",Software,N,Research and Development,BELFAST,3
Airtech Distribution Ltd,Unit B16,Dundonald Enterprise Park,Carrowreagh Road, ,Dundonald,Co. Down,Northern Ireland,BT16 1QT,"1,330",28-May-12,12-Jun-12,Technical Development Incentive (TDI),0,"2,660",Business Services,N,Innovation and Technical Development,CASTLEREAGH,2
Airtech Distribution Ltd,Unit B16,Dundonald Enterprise Park,Carrowreagh Road, ,Dundonald,Co. Down,Northern Ireland,BT16 1QT,575,20-Nov-12,7-Dec-12,Technical Development Incentive (TDI),0,"1,150",Business Services,N,Innovation and Technical Development,CASTLEREAGH,2
Airtech Distribution Ltd,Unit B16,Dundonald Enterprise Park,Carrowreagh Road, ,Dundonald,Co. Down,Northern Ireland,BT16 1QT,"1,025",20-Sep-13,30-Sep-13,Technical Development Incentive (TDI),0,"2,050",Business Services,N,Innovation and Technical Development,CASTLEREAGH,2
Airtech Distribution Ltd,Unit B16,Dundonald Enterprise Park,Carrowreagh Road, ,Dundonald,Co. Down,Northern Ireland,BT16 1QT,"1,500",8-Oct-13,18-Oct-13,Technical Development Incentive (TDI),0,"3,000",Business Services,N,Innovation and Technical Development,CASTLEREAGH,2
Airtech Distribution Ltd,Unit B16,Dundonald Enterprise Park,Carrowreagh Road, ,Dundonald,Co. Down,Northern Ireland,BT16 1QT,"8,340",3-Mar-14,12-Mar-14,Growth Accelerator Programme (GAP),1,"29,650",Business Services,Y,Job Creation,CASTLEREAGH,2
AJM Engineering,Unit 9,Annesborough Industrial Estate, , ,Lurgan,Co. Armagh,Northern Ireland,BT67 9JD,"1,000",9-Nov-11,2-Dec-11,Technical Development Incentive (TDI),0,"2,000",Engineering,N,Innovation and Technical Development,CRAIGAVON,6
Alador Ltd,18,Balliniska Road,"Unit 2, Ground Floor","Phase 2, Precision Park",Londonderry,Co. Londonderry,Northern Ireland,BT48 0GL,"5,000",11-Feb-13,29-Mar-13,Pre-Start,0,"12,500",Business Services,Y,Other,DERRY,1
Alan Lewis Displays Limited,16,Prince Regent Road, , ,Belfast,Co. Antrim,Northern Ireland,BT5 6QR,"5,550",22-Apr-11,19-May-11,SFA less than 250k,1,"18,500",Construction Products,N,Job Creation,CASTLEREAGH,20
